Movie Name,stars,votes,genre,Gross ,popularity,Certification,genre1,genre2,genre3,star1,star2,star3,star4
Gangs of Wasseypur,"Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu Dhulia, Richa Chadha",100060,"Action, Comedy, Crime",,-,Not Rated,Action, Comedy, Crime,Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu Dhulia, Richa Chadha
Yojimbo,"Toshirô Mifune, Eijirô Tôno, Tatsuya Nakadai, Yôko Tsukasa",127050,"Action, Drama, Thriller",,-,Not Rated,Action, Drama, Thriller,Toshirô Mifune, Eijirô Tôno, Tatsuya Nakadai, Yôko Tsukasa
K.G.F: Chapter 1,"Yash, Srinidhi Shetty, Ramachandra Raju, Archana Jois",92836,"Action, Crime, Drama",,-,Not Rated,Action, Crime, Drama,Yash, Srinidhi Shetty, Ramachandra Raju, Archana Jois
Baahubali 2: The Conclusion,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia",108375,"Action, Drama","20,186,659",-,Not Rated,Action, Drama,,Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia
The Mountain II,"Caglar Ertugrul, Ufuk Bayraktar, Ahu Türkpençe, Murat Serezli",109394,"Action, Drama, War",,-,,Action, Drama, War,Caglar Ertugrul, Ufuk Bayraktar, Ahu Türkpençe, Murat Serezli
Sherlock Jr.,"Buster Keaton, Kathryn McGuire, Joe Keaton, Erwin Connelly",53377,"Action, Comedy, Romance","977,375",-,Passed,Action, Comedy, Romance,Buster Keaton, Kathryn McGuire, Joe Keaton, Erwin Connelly
Rangasthalam 1985,"Ram Charan, Samantha Ruth Prabhu, Aadhi, Jagapathi Babu",26427,"Action, Drama","3,510,000",-,Not Rated,Action, Drama,,Ram Charan, Samantha Ruth Prabhu, Aadhi, Jagapathi Babu
Uri: The Surgical Strike,"Vicky Kaushal, Paresh Rawal, Mohit Raina, Yami Gautam",68514,"Action, Drama, History","4,186,168",-,Not Rated,Action, Drama, History,Vicky Kaushal, Paresh Rawal, Mohit Raina, Yami Gautam
Vikram Vedha,"Madhavan, Vijay Sethupathi, Shraddha Srinath, Kathir",48347,"Action, Crime, Drama",,-,Not Rated,Action, Crime, Drama,Madhavan, Vijay Sethupathi, Shraddha Srinath, Kathir
Paan Singh Tomar,"Irrfan Khan, Mahie Gill, Rajesh Abhay, Hemendra Dandotiya",37211,"Action, Biography, Crime","39,567",-,Not Rated,Action, Biography, Crime,Irrfan Khan, Mahie Gill, Rajesh Abhay, Hemendra Dandotiya
Guardians of the Galaxy Vol. 3,"Chris Pratt, Chukwudi Iwuji, Bradley Cooper, Pom Klementieff",241594,"Action, Adventure, Comedy",,212,PG-13,Action, Adventure, Comedy,Chris Pratt, Chukwudi Iwuji, Bradley Cooper, Pom Klementieff
Mad Max: Fury Road,"Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz",1040477,"Action, Adventure, Sci-Fi","154,058,340",213,R,Action, Adventure, Sci-Fi,Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz
Pirates of the Caribbean: The Curse of the Black Pearl,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",1165578,"Action, Adventure, Fantasy","305,413,918",283,PG-13,Action, Adventure, Fantasy,Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley
Blade Runner,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos",795285,"Action, Drama, Sci-Fi","32,868,943",313,R,Action, Drama, Sci-Fi,Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos
The Terminator,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield",894191,"Action, Sci-Fi","38,400,000",343,R,Action, Sci-Fi,,Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield
Ford v Ferrari,"Matt Damon, Christian Bale, Jon Bernthal, Caitríona Balfe",429095,"Action, Biography, Drama","117,624,028",569,PG-13,Action, Biography, Drama,Matt Damon, Christian Bale, Jon Bernthal, Caitríona Balfe
Logan,"Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook",797355,"Action, Drama, Sci-Fi","226,277,068",754,R,Action, Drama, Sci-Fi,Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook
Warrior,"Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison",485049,"Action, Drama, Sport","13,657,115",988,PG-13,Action, Drama, Sport,Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison
Rush,"Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara",495797,"Action, Biography, Drama","26,947,624",1007,R,Action, Biography, Drama,Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara
"Lock, Stock and Two Smoking Barrels","Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham",599206,"Action, Comedy, Crime","3,897,569",1203,R,Action, Comedy, Crime,Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham
How to Train Your Dragon,"Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse, Craig Ferguson",769693,"Animation, Action, Adventure","217,581,231",2295,PG,Animation, Action, Adventure,Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse, Craig Ferguson
The Iron Giant,"Eli Marienthal, Harry Connick Jr., Jennifer Aniston, Vin Diesel",213264,"Animation, Action, Adventure","23,159,305",3835,PG,Animation, Action, Adventure,Eli Marienthal, Harry Connick Jr., Jennifer Aniston, Vin Diesel
Neon Genesis Evangelion: The End of Evangelion,"Megumi Ogata, Megumi Hayashibara, Yûko Miyamura, Kotono Mitsuishi",59678,"Animation, Action, Drama",,-,TV-MA,Animation, Action, Drama,Megumi Ogata, Megumi Hayashibara, Yûko Miyamura, Kotono Mitsuishi
White Heat,"James Cagney, Virginia Mayo, Edmond O'Brien, Margaret Wycherly",34583,"Action, Crime, Drama",,-,Not Rated,Action, Crime, Drama,James Cagney, Virginia Mayo, Edmond O'Brien, Margaret Wycherly
The General,"Buster Keaton, Marion Mack, Glen Cavender, Jim Farley",94843,"Action, Adventure, Comedy","1,033,895",-,Passed,Action, Adventure, Comedy,Buster Keaton, Marion Mack, Glen Cavender, Jim Farley
The Hidden Fortress,"Toshirô Mifune, Misa Uehara, Minoru Chiaki, Kamatari Fujiwara",40777,"Action, Adventure, Drama",,-,Not Rated,Action, Adventure, Drama,Toshirô Mifune, Misa Uehara, Minoru Chiaki, Kamatari Fujiwara
Bajrangi Bhaijaan,"Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui, Kareena Kapoor",92927,"Action, Adventure, Comedy","8,178,001",-,Not Rated,Action, Adventure, Comedy,Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui, Kareena Kapoor
A Wednesday,"Anupam Kher, Naseeruddin Shah, Veerendra Saxena, Mahesh Kanual",80579,"Action, Crime, Drama",,-,Not Rated,Action, Crime, Drama,Anupam Kher, Naseeruddin Shah, Veerendra Saxena, Mahesh Kanual
Sholay,"Sanjeev Kumar, Dharmendra, Amitabh Bachchan, Amjad Khan",57434,"Action, Adventure, Comedy",,-,Not Rated,Action, Adventure, Comedy,Sanjeev Kumar, Dharmendra, Amitabh Bachchan, Amjad Khan
Major,"Adivi Sesh, Prakash Raj, Revathi, Saiee Manjrekar",30861,"Action, Biography, Drama",,-,UA,Action, Biography, Drama,Adivi Sesh, Prakash Raj, Revathi, Saiee Manjrekar
Kaththi,"Joseph Vijay, Samantha Ruth Prabhu, Neil Nitin Mukesh, Tota Roy Chowdhury",28503,"Action, Drama",,-,Not Rated,Action, Drama,,Joseph Vijay, Samantha Ruth Prabhu, Neil Nitin Mukesh, Tota Roy Chowdhury
Sarfarosh,"Naseeruddin Shah, Aamir Khan, Sonali Bendre, Mukesh Rishi",26353,"Action, Crime, Drama",,-,Not Rated,Action, Crime, Drama,Naseeruddin Shah, Aamir Khan, Sonali Bendre, Mukesh Rishi
Hera Pheri,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Tabu",70007,"Action, Comedy, Crime",,-,Not Rated,Action, Comedy, Crime,Akshay Kumar, Suniel Shetty, Paresh Rawal, Tabu
Thuppakki,"Joseph Vijay, Kajal Aggarwal, Vidyut Jammwal, Sathyan",36101,"Action, Thriller",,3,Not Rated,Action, Thriller,,Joseph Vijay, Kajal Aggarwal, Vidyut Jammwal, Sathyan
Mission: Impossible - Dead Reckoning Part One,"Tom Cruise, Hayley Atwell, Ving Rhames, Simon Pegg",109978,"Action, Adventure, Thriller",,17,PG-13,Action, Adventure, Thriller,Tom Cruise, Hayley Atwell, Ving Rhames, Simon Pegg
Dune,"Timothée Chalamet, Rebecca Ferguson, Zendaya, Oscar Isaac",700384,"Action, Adventure, Drama","108,327,830",41,PG-13,Action, Adventure, Drama,Timothée Chalamet, Rebecca Ferguson, Zendaya, Oscar Isaac
Blade Runner 2049,"Harrison Ford, Ryan Gosling, Ana de Armas, Dave Bautista",615346,"Action, Drama, Mystery","92,054,159",104,R,Action, Drama, Mystery,Harrison Ford, Ryan Gosling, Ana de Armas, Dave Bautista
Guardians of the Galaxy,"Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana",1233447,"Action, Adventure, Comedy","333,176,600",179,PG-13,Action, Adventure, Comedy,Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana
The Revenant,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",836763,"Action, Adventure, Drama","183,637,894",285,R,Action, Adventure, Drama,Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson
Deadpool,"Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein",1079794,"Action, Comedy","363,070,709",330,R,Action, Comedy,,Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein
The Avengers,"Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner",1426019,"Action, Sci-Fi","623,279,547",484,PG-13,Action, Sci-Fi,,Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner
The Incredibles,"Craig T. Nelson, Samuel L. Jackson, Holly Hunter, Jason Lee",772086,"Animation, Action, Adventure","261,441,092",661,PG,Animation, Action, Adventure,Craig T. Nelson, Samuel L. Jackson, Holly Hunter, Jason Lee
Casino Royale,"Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright",675678,"Action, Adventure, Thriller","167,445,960",705,PG-13,Action, Adventure, Thriller,Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright
Kill Bill: Vol. 2,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah",779704,"Action, Crime, Thriller","66,208,183",1406,R,Action, Crime, Thriller,Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah
Akira,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Tesshô Genda",195899,"Animation, Action, Drama","553,171",1773,R,Animation, Action, Drama,Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Tesshô Genda
The Bourne Ultimatum,"Matt Damon, Edgar Ramírez, Joan Allen, Julia Stiles",647027,"Action, Mystery, Thriller","227,471,070",1958,PG-13,Action, Mystery, Thriller,Matt Damon, Edgar Ramírez, Joan Allen, Julia Stiles
Ip Man,"Donnie Yen, Simon Yam, Siu-Wong Fan, Ka-Tung Lam",229633,"Action, Biography, Drama",,3118,R,Action, Biography, Drama,Donnie Yen, Simon Yam, Siu-Wong Fan, Ka-Tung Lam
Wolfwalkers,"Honor Kneafsey, Eva Whittaker, Sean Bean, Simon McBurney",35958,"Animation, Action, Adventure",,-,PG,Animation, Action, Adventure,Honor Kneafsey, Eva Whittaker, Sean Bean, Simon McBurney
Infernal Affairs,"Andy Lau, Tony Leung Chiu-wai, Anthony Chau-Sang Wong, Eric Tsang",128318,"Action, Crime, Drama","169,659",-,R,Action, Crime, Drama,Andy Lau, Tony Leung Chiu-wai, Anthony Chau-Sang Wong, Eric Tsang
Baahubali: The Beginning,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia",131304,"Action, Drama","6,738,000",-,Not Rated,Action, Drama,,Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia
Elite Squad,"Wagner Moura, André Ramiro, Caio Junqueira, Milhem Cortaz",107346,"Action, Crime, Drama","8,060",-,R,Action, Crime, Drama,Wagner Moura, André Ramiro, Caio Junqueira, Milhem Cortaz
Sanjuro,"Toshirô Mifune, Tatsuya Nakadai, Keiju Kobayashi, Yûnosuke Itô",39802,"Action, Drama, Thriller",,-,Not Rated,Action, Drama, Thriller,Toshirô Mifune, Tatsuya Nakadai, Keiju Kobayashi, Yûnosuke Itô
Haider,"Shahid Kapoor, Tabu, Shraddha Kapoor, Kay Kay Menon",56335,"Action, Crime, Drama","901,610",-,Not Rated,Action, Crime, Drama,Shahid Kapoor, Tabu, Shraddha Kapoor, Kay Kay Menon
Tae Guk Gi: The Brotherhood of War,"Jang Dong-Gun, Won Bin, Eun-ju Lee, Hyeong-jin Kong",40502,"Action, Drama, War","1,111,061",-,R,Action, Drama, War,Jang Dong-Gun, Won Bin, Eun-ju Lee, Hyeong-jin Kong
Elite Squad 2: The Enemy Within,"Wagner Moura, Irandhir Santos, André Ramiro, Milhem Cortaz",85099,"Action, Crime, Drama","100,119",-,Not Rated,Action, Crime, Drama,Wagner Moura, Irandhir Santos, André Ramiro, Milhem Cortaz
Karthikeya 2,"Nikhil Siddharth, Anupama Parameswaran, Srinivasa Reddy, Harsha Chemudu",63565,"Action, Adventure, Fantasy",,-,UA,Action, Adventure, Fantasy,Nikhil Siddharth, Anupama Parameswaran, Srinivasa Reddy, Harsha Chemudu
The Breath,"Mete Horozoglu, Ilker Kizmaz, Birce Akalay, Ibrahim Akoz",34551,"Action, Drama, Thriller",,-,,Action, Drama, Thriller,Mete Horozoglu, Ilker Kizmaz, Birce Akalay, Ibrahim Akoz
Andaz Apna Apna,"Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor",54401,"Action, Comedy, Romance",,-,Not Rated,Action, Comedy, Romance,Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor
Arjun Reddy,"Vijay Deverakonda, Shalini Pandey, Jia Sharma, Kanchana",26486,"Action, Drama, Romance",,-,Not Rated,Action, Drama, Romance,Vijay Deverakonda, Shalini Pandey, Jia Sharma, Kanchana
1: Nenokkadine,"Mahesh Babu, Kriti Sanon, Nassar, Pradeep Singh Rawat",45995,"Action, Thriller",,-,Not Rated,Action, Thriller,,Mahesh Babu, Kriti Sanon, Nassar, Pradeep Singh Rawat
Sound of Freedom,"Jim Caviezel, Mira Sorvino, Bill Camp, Cristal Aparicio",42965,"Action, Biography, Drama",,4,PG-13,Action, Biography, Drama,Jim Caviezel, Mira Sorvino, Bill Camp, Cristal Aparicio
Zack Snyder's Justice League,"Henry Cavill, Ben Affleck, Gal Gadot, Amy Adams",420049,"Action, Adventure, Fantasy",,215,R,Action, Adventure, Fantasy,Henry Cavill, Ben Affleck, Gal Gadot, Amy Adams
Avatar,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez",1355655,"Action, Adventure, Fantasy","760,507,625",226,PG-13,Action, Adventure, Fantasy,Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez
Edge of Tomorrow,"Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson",707113,"Action, Adventure, Sci-Fi","100,206,256",309,PG-13,Action, Adventure, Sci-Fi,Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson
Iron Man,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges",1091719,"Action, Adventure, Sci-Fi","318,412,101",423,PG-13,Action, Adventure, Sci-Fi,Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges
Star Trek,"Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy",612632,"Action, Adventure, Sci-Fi","257,730,019",456,PG-13,Action, Adventure, Sci-Fi,Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy
Thor: Ragnarok,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Mark Ruffalo",785481,"Action, Adventure, Comedy","315,058,289",494,PG-13,Action, Adventure, Comedy,Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Mark Ruffalo
The Blues Brothers,"John Belushi, Dan Aykroyd, Cab Calloway, John Candy",207330,"Action, Adventure, Comedy","57,229,890",682,R,Action, Adventure, Comedy,John Belushi, Dan Aykroyd, Cab Calloway, John Candy
The Bourne Identity,"Franka Potente, Matt Damon, Chris Cooper, Clive Owen",562271,"Action, Mystery, Thriller","121,661,683",765,PG-13,Action, Mystery, Thriller,Franka Potente, Matt Damon, Chris Cooper, Clive Owen
X-Men: Days of Future Past,"Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy",729445,"Action, Adventure, Sci-Fi","233,921,534",965,PG-13,Action, Adventure, Sci-Fi,Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy
Children of Men,"Julianne Moore, Clive Owen, Chiwetel Ejiofor, Michael Caine",514538,"Action, Drama, Sci-Fi","35,552,383",1002,R,Action, Drama, Sci-Fi,Julianne Moore, Clive Owen, Chiwetel Ejiofor, Michael Caine
District 9,"Sharlto Copley, David James, Jason Cope, Nathalie Boltt",699142,"Action, Sci-Fi, Thriller","115,646,235",1051,R,Action, Sci-Fi, Thriller,Sharlto Copley, David James, Jason Cope, Nathalie Boltt
A Fistful of Dollars,"Clint Eastwood, Gian Maria Volontè, Marianne Koch, Wolfgang Lukschy",225214,"Action, Drama, Western","14,500,000",2322,R,Action, Drama, Western,Clint Eastwood, Gian Maria Volontè, Marianne Koch, Wolfgang Lukschy
Ghost in the Shell,"Atsuko Tanaka, Iemasa Kayumi, Akio Ôtsuka, Kôichi Yamadera",150049,"Animation, Action, Crime","515,905",2634,TV-MA,Animation, Action, Crime,Atsuko Tanaka, Iemasa Kayumi, Akio Ôtsuka, Kôichi Yamadera
"Crouching Tiger, Hidden Dragon","Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang, Chang Chen",276805,"Action, Adventure, Drama","128,078,872",2723,PG-13,Action, Adventure, Drama,Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang, Chang Chen
Hero,"Jet Li, Tony Leung Chiu-wai, Maggie Cheung, Ziyi Zhang",185028,"Action, Adventure, Drama","53,710,019",3861,PG-13,Action, Adventure, Drama,Jet Li, Tony Leung Chiu-wai, Maggie Cheung, Ziyi Zhang
The Raid 2,"Iko Uwais, Yayan Ruhian, Arifin Putra, Oka Antara",128086,"Action, Crime, Thriller","2,627,209",4105,R,Action, Crime, Thriller,Iko Uwais, Yayan Ruhian, Arifin Putra, Oka Antara
The Wild Bunch,"William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien",87994,"Action, Adventure, Drama","12,064,472",4263,R,Action, Adventure, Drama,William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien
The Adventures of Robin Hood,"Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains",53112,"Action, Adventure, Romance","3,981,000",-,PG,Action, Adventure, Romance,Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains
A Taxi Driver,"Song Kang-ho, Thomas Kretschmann, Hae-Jin Yoo, Ryu Jun-Yeol",28068,"Action, Drama, History","1,527,829",-,Not Rated,Action, Drama, History,Song Kang-ho, Thomas Kretschmann, Hae-Jin Yoo, Ryu Jun-Yeol
Baby,"Akshay Kumar, Danny Denzongpa, Rana Daggubati, Taapsee Pannu",59034,"Action, Crime, Thriller",,-,Not Rated,Action, Crime, Thriller,Akshay Kumar, Danny Denzongpa, Rana Daggubati, Taapsee Pannu
Airlift,"Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi",58010,"Action, Drama, History",,-,Not Rated,Action, Drama, History,Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi
Vishwaroopam,"Pooja Kumar, Miles Anderson, Kamal Haasan, Rahul Bose",40636,"Action, Thriller",,-,Not Rated,Action, Thriller,,Pooja Kumar, Miles Anderson, Kamal Haasan, Rahul Bose
Dunkirk,"Fionn Whitehead, Barry Keoghan, Mark Rylance, Tom Hardy",698401,"Action, Drama, History","188,373,161",26,PG-13,Action, Drama, History,Fionn Whitehead, Barry Keoghan, Mark Rylance, Tom Hardy
John Wick: Chapter 4,"Keanu Reeves, Laurence Fishburne, George Georgiou, Lance Reddick",253590,"Action, Crime, Thriller",,33,R,Action, Crime, Thriller,Keanu Reeves, Laurence Fishburne, George Georgiou, Lance Reddick
The Batman,"Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell",716822,"Action, Crime, Drama","369,345,583",56,PG-13,Action, Crime, Drama,Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell
Everything Everywhere All at Once,"Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis, Ke Huy Quan",467936,"Action, Adventure, Comedy","72,861,480",89,R,Action, Adventure, Comedy,Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis, Ke Huy Quan
Drive,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",674073,"Action, Drama","35,061,555",113,R,Action, Drama,,Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks
The Gentlemen,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery, Jeremy Strong",366407,"Action, Comedy, Crime","36,471,795",269,R,Action, Comedy, Crime,Matthew McConaughey, Charlie Hunnam, Michelle Dockery, Jeremy Strong
All Quiet on the Western Front,"Felix Kammerer, Albrecht Schuch, Aaron Hilmer, Moritz Klaus",215869,"Action, Drama, War",,272,R,Action, Drama, War,Felix Kammerer, Albrecht Schuch, Aaron Hilmer, Moritz Klaus
Ghostbusters,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",428978,"Action, Comedy, Fantasy","238,632,124",470,PG,Action, Comedy, Fantasy,Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis
RRR,"N.T. Rama Rao Jr., Ram Charan, Ajay Devgn, Alia Bhatt",154279,"Action, Drama","14,500,000",474,Not Rated,Action, Drama,,N.T. Rama Rao Jr., Ram Charan, Ajay Devgn, Alia Bhatt
Hot Fuzz,"Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy",521262,"Action, Comedy, Mystery","23,637,265",576,R,Action, Comedy, Mystery,Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy
Apocalypto,"Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández, Rudy Youngblood",322110,"Action, Adventure, Drama","50,866,635",582,R,Action, Adventure, Drama,Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández, Rudy Youngblood
Rogue One: A Star Wars Story,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen",662957,"Action, Adventure, Sci-Fi","532,177,324",656,PG-13,Action, Adventure, Sci-Fi,Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen
Predator,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo",438293,"Action, Adventure, Horror","59,735,548",698,R,Action, Adventure, Horror,Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo
Star Wars: Episode VII - The Force Awakens,"Daisy Ridley, John Boyega, Oscar Isaac, Domhnall Gleeson",952702,"Action, Adventure, Sci-Fi","936,662,225",796,PG-13,Action, Adventure, Sci-Fi,Daisy Ridley, John Boyega, Oscar Isaac, Domhnall Gleeson
Skyfall,"Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench",714069,"Action, Adventure, Thriller","304,360,277",964,PG-13,Action, Adventure, Thriller,Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench
Taken,"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser",618140,"Action, Crime, Thriller","145,000,989",971,PG-13,Action, Crime, Thriller,Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser
Captain America: Civil War,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan",820558,"Action, Sci-Fi","408,084,349",1072,PG-13,Action, Sci-Fi,,Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan
The Last Samurai,"Tom Cruise, Ken Watanabe, Billy Connolly, William Atherton",455796,"Action, Drama","111,110,575",1099,R,Action, Drama,,Tom Cruise, Ken Watanabe, Billy Connolly, William Atherton
The Fugitive,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore",307172,"Action, Crime, Drama","183,875,760",1100,PG-13,Action, Crime, Drama,Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore
Captain Phillips,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener",477869,"Action, Biography, Crime","107,100,855",1245,PG-13,Action, Biography, Crime,Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener
Captain America: The Winter Soldier,"Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford",874279,"Action, Adventure, Sci-Fi","259,766,572",1280,PG-13,Action, Adventure, Sci-Fi,Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford
Thirteen Lives,"Viggo Mortensen, Colin Farrell, Joel Edgerton, Tom Bateman",62458,"Action, Adventure, Biography",,1418,PG-13,Action, Adventure, Biography,Viggo Mortensen, Colin Farrell, Joel Edgerton, Tom Bateman
The Fighter,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo",379563,"Action, Biography, Drama","93,617,009",1463,R,Action, Biography, Drama,Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo
Serenity,"Nathan Fillion, Gina Torres, Chiwetel Ejiofor, Alan Tudyk",301360,"Action, Adventure, Sci-Fi","25,514,517",1629,PG-13,Action, Adventure, Sci-Fi,Nathan Fillion, Gina Torres, Chiwetel Ejiofor, Alan Tudyk
Big Hero 6,"Ryan Potter, Scott Adsit, Jamie Chung, T.J. Miller",482070,"Animation, Action, Adventure","222,527,828",1637,PG,Animation, Action, Adventure,Ryan Potter, Scott Adsit, Jamie Chung, T.J. Miller
I Saw the Devil,"Lee Byung-hun, Choi Min-sik, Jeon Gook-hwan, Ho-jin Chun",138882,"Action, Crime, Thriller","128,392",1719,Not Rated,Action, Crime, Thriller,Lee Byung-hun, Choi Min-sik, Jeon Gook-hwan, Ho-jin Chun
Jujutsu Kaisen 0,"Chinatsu Akasaki, Aya Endô, Kana Hanazawa, Show Hayami",26164,"Animation, Action, Fantasy","34,542,754",2075,PG-13,Animation, Action, Fantasy,Chinatsu Akasaki, Aya Endô, Kana Hanazawa, Show Hayami
How to Train Your Dragon 2,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",351103,"Animation, Action, Adventure","177,002,924",2839,PG,Animation, Action, Adventure,Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson
Letters from Iwo Jima,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryo Kase",167037,"Action, Adventure, Drama","13,756,082",3838,R,Action, Adventure, Drama,Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryo Kase
Batman: Mask of the Phantasm,"Kevin Conroy, Dana Delany, Hart Bochner, Stacy Keach",54171,"Animation, Action, Adventure","5,617,391",4701,PG,Animation, Action, Adventure,Kevin Conroy, Dana Delany, Hart Bochner, Stacy Keach
The Chaser,"Kim Yoon-seok, Ha Jung-woo, Yeong-hie Seo, Yoo-jung Kim",69804,"Action, Crime, Drama",,-,Not Rated,Action, Crime, Drama,Kim Yoon-seok, Ha Jung-woo, Yeong-hie Seo, Yoo-jung Kim
